return_id,order_id,product_name,customer_name,return_date,reason,quantity_returned,refund_amount
RET-22989,CA-2016-105207,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Bill Overfelt,2024-06-13,Defective,5,1039.96
RET-35106,CA-2014-130729,Avery Premier Heavy-Duty Binder with Round Locking Rings,Allen Armold,2023-04-20,Not as Described,1,10.35
RET-22934,CA-2017-138289,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Andy Reiter,2025-06-24,Wrong Item,7,50.88
RET-87251,CA-2014-106572,Economy Rollaway Files,Nora Preis,2023-02-24,Wrong Item,2,230.83
RET-33704,CA-2015-134859,"DataProducts Ampli Magnifier Task Lamp, Black,",Julie Kriz,2024-03-21,Not as Described,3,64.4
RET-39825,CA-2015-149748,"Fellowes Mobile File Cart, Black",Elizabeth Moffitt,2023-11-15,Changed Mind,1,52.41
RET-24459,CA-2016-103919,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Tracy Poddar,2025-03-09,Defective,3,18.84
RET-47784,CA-2014-140732,Xerox 1979,Matt Abelman,2023-04-18,Defective,4,118.03
RET-74711,CA-2017-157672,LogitechÂ MX Performance Wireless Mouse,Ross Baird,2026-03-31,Damaged,1,26.05
RET-50895,CA-2014-149020,Avery 482,Anthony Jacobs,2022-06-25,Changed Mind,1,2.58
RET-66093,CA-2014-159835,"Southworth 100% RÃ©sumÃ© Paper, 24lb.",Randy Bradley,2023-04-27,Wrong Item,2,10.68
RET-72347,CA-2016-133795,LogitechÂ P710e Mobile Speakerphone,Jeremy Ellison,2025-06-17,Not as Described,1,252.07
RET-74441,CA-2015-118871,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Harry Marie,2024-05-12,Damaged,1,90.46
RET-98672,CA-2017-102197,Xerox 188,David Kendrick,2026-06-04,Damaged,2,20.51
RET-87405,CA-2014-138317,Staple envelope,Natalie Webber,2022-11-27,Damaged,2,10.94
RET-36094,CA-2014-117317,Spiral Phone Message Books with Labels by Adams,Jeremy Farry,2023-04-14,Not as Described,1,3.64
RET-62990,US-2016-139087,"Eldon 300 Class Desk Accessories, Black",Dennis Kane,2024-12-26,Damaged,5,23.98
RET-46505,CA-2015-165624,Xerox 1944,Fred Harton,2024-02-02,Defective,4,146.52
RET-94388,CA-2016-141957,Safco Steel Mobile File Cart,Jason Gross,2025-01-11,Changed Mind,1,63.44
RET-63011,CA-2016-120796,"GBC Velobind Prepunched Cover Sets, Regency Series",Carlos Soltero,2024-09-17,Changed Mind,8,82.84
RET-69589,CA-2015-140718,24-Hour Round Wall Clock,Frank Atkinson,2023-12-21,Damaged,5,66.29
RET-40254,CA-2017-130148,Acme Value Line Scissors,Neil Knudson,2026-03-02,Wrong Item,2,6.55
RET-18942,CA-2015-103135,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Shirley Schmidt,2023-12-27,Changed Mind,1,14.22
RET-60152,US-2017-136679,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Xylona Preis,2026-05-08,Defective,1,22.39
RET-91522,CA-2016-137050,Newell 315,Steven Ward,2025-01-07,Defective,3,14.9
RET-78150,CA-2015-123113,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Annie Thurman,2024-04-29,Changed Mind,2,611.79
RET-96781,CA-2017-168641,Xerox 214,Kelly Andreada,2026-05-22,Changed Mind,2,10.89
RET-80848,CA-2016-125738,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Patrick Bzostek,2025-04-02,Defective,5,40.65
RET-25615,CA-2015-151043,Micro Innovations Wireless Classic Keyboard with Mouse,Maureen Gastineau,2024-04-17,Changed Mind,1,23.95
RET-68006,CA-2016-145240,"Tenex Personal Project File with Scoop Front Design, Black",Bruce Geld,2025-02-23,Changed Mind,1,10.47
RET-96430,CA-2014-168368,Fellowes Neat Ideas Storage Cubes,Guy Armstrong,2022-07-15,Not as Described,1,27.13
RET-27627,CA-2017-104619,Jensen SMPS-640 -Â speaker phone,Keith Dawkins,2025-07-19,Not as Described,1,33.04
RET-24336,CA-2014-165309,Geemarc AmpliPOWER60,Karen Daniels,2023-05-06,Defective,2,133.26
RET-99833,CA-2017-123638,"Situations Contoured Folding Chairs, 4/Set",Michelle Arnett,2025-12-21,Defective,2,119.08
RET-30487,CA-2017-135076,"Global Wood Trimmed Manager's Task Chair, Khaki",Yana Sorensen,2025-10-04,Defective,4,260.62
RET-87469,CA-2017-117947,"DAX Value U-Channel Document Frames, Easel Back",Nat Gilpin,2026-01-22,Changed Mind,2,8.48
RET-47281,US-2016-140172,Prang Drawing Pencil Set,Stephanie Phelps,2024-08-30,Not as Described,3,7.95
RET-26803,US-2017-159562,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Joy Bell-,2026-02-13,Not as Described,1,8.02
RET-91940,CA-2016-158001,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Jennifer Patt,2025-02-06,Not as Described,5,838.24
RET-56840,CA-2017-131492,Anderson Hickey Conga Table Tops & Accessories,Hilary Holden,2026-04-03,Changed Mind,1,10.79
RET-42455,CA-2014-162775,3-ring staple pack,Chris Selesnick,2022-06-27,Wrong Item,1,1.75
RET-18585,US-2015-122910,VTech DS6151,Larry Tron,2023-11-04,Not as Described,2,185.16
RET-80571,CA-2017-144484,"6"" Cubicle Wall Clock, Black",Cassandra Brandow,2026-02-17,Not as Described,3,20.24
RET-65374,CA-2015-155145,Maxell 4.7GB DVD-R 5/Pack,Kean Nguyen,2024-05-31,Defective,8,7.38
RET-71564,CA-2014-146969,Star Micronics TSP800 TSP847IIU Receipt Printer,Arthur Prichep,2023-03-19,Defective,2,585.65
RET-61157,CA-2017-124765,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Henia Zydlo,2026-04-28,Not as Described,3,380.3
RET-23114,CA-2014-115133,Hoover Commercial Lightweight Upright Vacuum,Dianna Arnett,2023-03-19,Wrong Item,1,2.68
RET-97475,CA-2016-109869,Eldon Wave Desk Accessories,Tanja Norvell,2024-10-05,Not as Described,4,16.97
RET-67146,CA-2017-128629,"Eldon 200 Class Desk Accessories, Smoke",Becky Pak,2025-12-18,Wrong Item,3,16.2
RET-80232,CA-2017-108000,Staple envelope,Linda Southworth,2025-06-30,Wrong Item,1,9.47
RET-85172,CA-2014-101931,Serrated Blade or Curved Handle Hand Letter Openers,Todd Sumrall,2023-04-09,Changed Mind,2,5.08
RET-22053,CA-2014-120544,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Saphhira Shifley,2023-05-21,Defective,1,10.54
RET-18817,CA-2015-109386,Deflect-o Glass Clear Studded Chair Mats,Rob Haberlin,2024-04-14,Defective,3,161.8
RET-37490,CA-2014-146283,SAFCO Arco Folding Chair,Kean Takahito,2023-03-08,Not as Described,5,865.25
RET-49563,CA-2017-152135,Geemarc AmpliPOWER60,Matthew Grinstein,2025-09-13,Defective,2,103.6
RET-80772,CA-2017-100622,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Dave Kipp,2026-05-01,Not as Described,2,3.62
RET-91915,CA-2017-118199,Home/Office Personal File Carts,Laurel Beltran,2025-10-18,Defective,2,61.21
RET-92292,CA-2014-134621,Ibico Plastic Spiral Binding Combs,Dennis Pardue,2023-06-07,Defective,1,8.9
RET-37912,CA-2016-112256,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Chloris Kastensmidt,2025-01-22,Changed Mind,2,64.41
RET-92150,CA-2017-126956,Acme Forged Steel Scissors with Black Enamel Handles,Greg Tran,2026-02-01,Damaged,4,36.75
RET-29365,CA-2014-149524,Sauder Cornerstone Collection Library,Brendan Sweed,2022-07-03,Wrong Item,2,27.04
RET-63773,CA-2014-114510,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Jason Fortune-,2022-08-21,Not as Described,2,60.11
RET-64059,US-2017-117723,Tennsco Single-Tier Lockers,Dionis Lloyd,2026-02-14,Not as Described,1,278.29
RET-43612,CA-2014-148614,"Wirebound Service Call Books, 5 1/2"" x 4""",Mark Van Huff,2022-07-19,Defective,2,17.99
RET-29655,CA-2016-121671,Tennsco 6- and 18-Compartment Lockers,Andrew Allen,2024-12-27,Wrong Item,1,224.78
RET-50703,CA-2016-130638,Avery 481,Sanjit Chand,2024-10-19,Changed Mind,4,11.82
RET-14850,CA-2017-124296,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Christine Sundaresam,2026-06-11,Wrong Item,4,205.96
RET-43868,CA-2014-148915,Plantronics Voyager Pro HD - Bluetooth Headset,Natalie DeCherney,2023-04-09,Not as Described,2,86.02
RET-15535,CA-2016-122448,"Global Deluxe Stacking Chair, Gray",Dean Braden,2024-12-03,Changed Mind,3,102.19
RET-21000,CA-2014-143336,"Wilson Jones Hanging View Binder, White, 1""",Zuschuss Donatelli,2023-02-24,Not as Described,1,4.61
RET-63347,CA-2016-140438,Samsung Rugby III,Pauline Webber,2025-06-15,Not as Described,2,128.47
RET-28423,CA-2014-104780,4009 Highlighters by Sanford,Bradley Talbott,2022-11-14,Wrong Item,2,7.0
RET-86076,CA-2016-149965,ImationÂ 30456 USBÂ Flash DriveÂ 8GB,Bill Shonely,2024-11-26,Defective,1,6.24
RET-41205,US-2017-135503,"Eldon Expressions Wood Desk Accessories, Oak",Justin Ellison,2026-05-21,Defective,2,14.42
RET-86588,CA-2015-164336,HP Standard 104 key PS/2 Keyboard,Mitch Webber,2023-12-11,Changed Mind,2,20.09
RET-38574,CA-2015-101707,Avery 511,Philip Fox,2024-02-24,Wrong Item,1,3.04
RET-45985,CA-2017-123001,Ooma Telo VoIP Home Phone System,Anthony Witt,2026-02-08,Changed Mind,1,84.95
RET-17330,US-2016-156986,Xerox 1894,Zuschuss Carroll,2024-09-05,Changed Mind,2,10.08
RET-24806,US-2014-118486,ImationÂ Secure+ Hardware Encrypted USB 2.0Â Flash Drive; 16GB,Shirley Daniels,2022-09-26,Not as Described,2,109.77
RET-42289,CA-2015-169397,Ibico Standard Transparent Covers,Joni Blumstein,2024-06-13,Not as Described,4,17.7
RET-58200,CA-2016-125920,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Sally Hughsby,2024-11-18,Not as Described,1,1.1
RET-89405,CA-2014-100881,AT&T TR1909W,Daniel Raglin,2022-08-31,Damaged,3,300.37
RET-98027,CA-2016-140382,Xerox 1884,Ruben Dartt,2024-12-22,Wrong Item,1,18.74
RET-93748,CA-2014-125612,Acme Box Cutter Scissors,Berenike Kampe,2023-01-14,Not as Described,9,80.74
RET-40983,US-2015-159499,Fellowes Command Center 5-outlet power strip,Eudokia Martin,2024-05-19,Changed Mind,6,268.45
RET-61508,CA-2017-142328,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Tracy Collins,2026-05-22,Not as Described,1,8.19
RET-40862,CA-2017-107132,GBC ProClick Punch Binding System,Scott Cohen,2025-12-08,Not as Described,1,50.53
RET-92752,US-2015-126753,Xerox 199,Sung Pak,2024-01-25,Not as Described,1,3.37
RET-45918,CA-2017-152807,Xerox 231,Mick Crebagga,2026-04-27,Damaged,4,19.86
RET-64127,CA-2016-121993,Avery 487,Joy Bell-,2024-12-09,Not as Described,8,21.12
RET-23159,CA-2014-107524,"Array Parchment Paper, Assorted Colors",Kristina Nunn,2022-08-27,Wrong Item,4,28.4
RET-56118,CA-2016-152730,Eldon Simplefile Box Office,Eugene Moren,2024-11-24,Changed Mind,3,33.64
RET-52830,CA-2014-117639,Fellowes PB300 Plastic Comb Binding Machine,Mitch Willingham,2022-11-12,Changed Mind,6,2241.07
RET-94066,CA-2015-121783,GBC Standard Therm-A-Bind Covers,Philisse Overcash,2024-05-05,Wrong Item,1,23.73
RET-27837,US-2016-150861,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Emily Grady,2025-05-26,Damaged,2,346.64
RET-51120,CA-2017-123001,Avery 505,Anthony Witt,2026-02-17,Defective,2,27.4
RET-77681,CA-2017-126662,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Alejandro Ballentine,2025-12-22,Wrong Item,1,199.57
RET-51864,CA-2016-163328,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Tracy Poddar,2025-05-04,Changed Mind,1,100.44
RET-32738,CA-2017-126928,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Gary Zandusky,2026-03-07,Defective,3,28.15
RET-36039,CA-2015-144519,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Arthur Wiediger,2024-05-12,Damaged,3,26.32
RET-59456,CA-2017-128965,"Global Wood Trimmed Manager's Task Chair, Khaki",Pamela Stobb,2025-10-03,Defective,2,121.75
RET-83207,CA-2017-135111,Staples in misc. colors,Christopher Schild,2026-06-07,Defective,1,2.45
RET-70610,CA-2016-105732,Things To Do Today Pad,Alejandro Grove,2025-03-08,Wrong Item,1,5.76
RET-91003,CA-2016-109869,Premier Electric Letter Opener,Tanja Norvell,2024-10-03,Changed Mind,1,75.07
RET-58224,CA-2017-145429,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",Shaun Weien,2026-01-12,Wrong Item,2,13.56
RET-78922,CA-2017-159156,Nokia Lumia 925,Ken Brennan,2026-05-04,Changed Mind,1,101.15
RET-74769,US-2015-126753,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Sung Pak,2024-02-12,Damaged,2,163.71
RET-44891,CA-2014-104269,Global Deluxe High-Back Manager's Chair,Dave Brooks,2022-08-11,Not as Described,1,191.75
RET-66532,CA-2014-130421,3.6 Cubic Foot Counter Height Office Refrigerator,Sam Craven,2022-08-29,Wrong Item,2,103.28
RET-47089,CA-2017-165687,Bionaire 99.97% HEPA Air Cleaner,Christine Sundaresam,2026-05-09,Wrong Item,1,17.5
RET-29129,US-2014-109036,Avery 489,Keith Herrera,2023-06-05,Damaged,1,9.13
RET-69110,CA-2016-105018,Avery Poly Binder Pockets,Sally Knutson,2025-05-10,Wrong Item,2,6.07
RET-70052,CA-2015-124891,"Bevis Round Bullnose 29"" High Table Top",Rick Hansen,2024-01-14,Damaged,5,729.93
RET-52368,CA-2017-121615,Avery 513,Daniel Lacy,2026-04-06,Changed Mind,2,8.23
RET-65481,US-2016-155768,Tenex Chairmats For Use With Carpeted Floors,Laurel Beltran,2025-05-25,Defective,1,15.06
RET-17700,CA-2016-108987,"Contico 72""H Heavy-Duty Storage System",Anna Gayman,2025-02-19,Damaged,1,26.85
RET-56439,CA-2016-146150,Panasonic KP-150 Electric Pencil Sharpener,Fred McMath,2024-07-27,Defective,2,67.49
RET-76131,CA-2017-165757,Plastic Stacking Crates & Casters,Paul Lucas,2025-12-16,Defective,1,3.58
RET-97983,CA-2014-136399,"Executive Impressions 14"" Contract Wall Clock",Chad Cunningham,2023-05-31,Not as Described,2,44.26
RET-44116,CA-2015-136420,"Performers Binder/Pad Holder, Black",Chris Selesnick,2024-04-27,Wrong Item,1,20.54
RET-71352,CA-2017-134838,Tensor Computer Mounted Lamp,Emily Ducich,2025-08-07,Wrong Item,2,29.37
RET-66744,CA-2017-145443,Xerox 1906,Steve Chapman,2026-01-15,Wrong Item,3,100.16
RET-26760,CA-2017-104080,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Alan Hwang,2025-08-19,Changed Mind,1,29.54
RET-66372,US-2015-120502,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Bill Tyler,2023-10-13,Not as Described,2,72.01
RET-67117,CA-2017-115602,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Doug Jacobs,2026-05-29,Wrong Item,5,573.12
RET-29826,CA-2015-140830,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",Paul Stevenson,2024-05-13,Defective,2,68.48
RET-67670,CA-2015-115798,"Adams Telephone Message Books, 5 1/4Â x 11Â",Ken Lonsdale,2024-05-13,Damaged,6,33.61
RET-34004,CA-2016-111682,ImationÂ 8gb Micro Traveldrive Usb 2.0Â Flash Drive,Ted Butterfield,2024-11-26,Damaged,1,12.16
RET-71228,CA-2017-161774,Newell 309,Greg Tran,2025-11-01,Changed Mind,3,23.08
RET-56729,CA-2017-140585,Binding Machine Supplies,Russell Applegate,2026-05-24,Defective,2,37.72
RET-29405,CA-2017-137449,Belkin F9G930V10-GRY 9 Outlet Surge,Max Engle,2025-12-17,Damaged,2,19.22
RET-47239,CA-2014-124023,"Stacking Tray, Side-Loading, Legal, Smoke",Pauline Johnson,2022-09-21,Wrong Item,1,3.77
RET-45755,CA-2016-128258,Xerox 188,Cathy Prescott,2024-09-28,Defective,1,10.77
RET-10540,CA-2016-129693,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Tamara Chand,2025-05-20,Defective,1,3.35
RET-20070,CA-2017-122175,"Maxell Pro 80 Minute CD-R, 10/Pack",Cynthia Arntzen,2025-11-08,Wrong Item,5,73.08
RET-53077,CA-2014-106439,Newell 325,Greg Guthrie,2023-04-27,Damaged,2,7.73
RET-25989,US-2015-164238,O'Sullivan Plantations 2-Door Library in Landvery Oak,Joni Wasserman,2024-01-28,Changed Mind,3,300.34
RET-23902,CA-2017-110926,OIC Binder Clips,Dorothy Dickinson,2026-05-03,Not as Described,5,17.65
RET-96447,CA-2017-125290,Newell 339,Chuck Clark,2026-04-13,Changed Mind,1,2.27
RET-10760,CA-2015-137113,"Xerox Color Copier Paper, 11"" x 17"", Ream",Tamara Willingham,2024-05-18,Not as Described,3,62.96
RET-69388,CA-2014-140396,Toshiba IPT2010-SD IPÂ Telephone,Katharine Harms,2023-04-24,Not as Described,6,770.95
RET-16380,CA-2014-154599,AT&T 1080 Corded phone,Kean Nguyen,2022-10-08,Not as Described,2,184.61
RET-81716,US-2017-124926,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Maria Etezadi,2026-04-26,Defective,1,1.47
RET-33332,CA-2017-135034,JBL Micro Wireless Portable Bluetooth Speaker,Annie Thurman,2026-01-16,Wrong Item,1,42.22
RET-37292,CA-2016-130400,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Sanjit Jacobs,2024-09-04,Wrong Item,4,18.29
RET-95729,CA-2017-159506,Xerox 1909,Justin Ritter,2026-05-12,Wrong Item,4,90.43
RET-66670,CA-2014-166961,GBC VeloBind Cover Sets,Cynthia Delaney,2023-06-02,Not as Described,2,22.19
RET-97231,CA-2014-125171,Avery 514,Allen Goldenen,2023-02-27,Damaged,5,11.9
RET-74175,CA-2014-129364,Samsung HM1900 Bluetooth Headset,Tim Brockman,2023-06-06,Changed Mind,2,31.7
RET-88687,CA-2017-127026,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",Mick Hernandez,2025-07-06,Changed Mind,1,140.85
RET-90460,CA-2016-113082,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Matt Collister,2025-02-17,Wrong Item,2,38.95
RET-15300,CA-2016-117849,Xerox 1911,Julie Kriz,2024-10-01,Defective,3,127.2
RET-94883,CA-2015-134992,Xerox 214,Michael Grace,2024-03-06,Wrong Item,4,24.24
RET-78770,CA-2014-122679,Crayola Colored Pencils,Alejandro Ballentine,2023-01-09,Damaged,5,15.18
RET-72601,US-2015-130519,Ultra Door Push Plate,Nat Gilpin,2024-02-27,Not as Described,4,13.94
RET-49375,CA-2016-168830,NETGEAR AC1750 Dual Band GigabitÂ Smart WiFi Router,Marina Lichtenstein,2025-04-14,Wrong Item,1,149.89
RET-16255,US-2014-158638,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Anthony Garverick,2023-03-08,Defective,4,5.06
RET-76932,CA-2017-108574,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Mike Gockenbach,2026-03-12,Changed Mind,1,7.21
RET-84511,CA-2015-167696,Staple envelope,Bradley Drucker,2024-03-03,Not as Described,1,6.95
RET-75987,CA-2017-135937,Toshiba IPT2010-SD IPÂ Telephone,Katherine Murray,2025-08-03,Damaged,2,203.95
RET-33534,CA-2016-140571,Xerox 1964,Sanjit Jacobs,2024-08-21,Wrong Item,12,255.53
RET-64558,CA-2016-138667,Micro Innovations USB RF Wireless Keyboard with Mouse,Mitch Webber,2025-06-25,Not as Described,2,32.36
RET-68975,CA-2015-119480,Boston 1730 StandUp Electric Pencil Sharpener,Craig Carroll,2023-06-22,Defective,2,40.68
RET-34535,CA-2017-103443,Safco Steel Mobile File Cart,Annie Thurman,2026-06-14,Wrong Item,2,144.76
RET-89174,CA-2015-130204,Sterilite Officeware Hinged File Box,David Bremer,2024-02-11,Not as Described,1,9.95
RET-12348,US-2017-123463,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",Gary Zandusky,2026-06-22,Damaged,1,2.99
RET-95957,CA-2017-143343,Newell 351,Ben Wallace,2025-11-25,Changed Mind,1,2.63
RET-96208,CA-2016-148852,Fellowes Powershred HS-440 4-Sheet High Security Shredder,Stewart Visinsky,2024-11-12,Defective,3,327.72
RET-90837,CA-2015-121783,Hoover Shoulder Vac Commercial Portable Vacuum,Philisse Overcash,2024-05-06,Not as Described,2,615.85
RET-21486,CA-2015-101007,Memorex Micro Travel Drive 8 GB,Michael Stewart,2023-08-03,Wrong Item,2,19.99
RET-12082,CA-2016-144015,Premier Electric Letter Opener,Adam Hart,2024-12-03,Wrong Item,1,97.11
RET-95016,CA-2015-149650,Novimex High-Tech Fabric Mesh Task Chair,Robert Dilbeck,2024-04-23,Wrong Item,1,47.8
RET-92058,CA-2017-158106,Newell 346,Carol Triggs,2025-11-27,Defective,1,2.56
RET-70742,CA-2014-162362,Avery Durable Binders,Jeremy Lonsdale,2023-04-23,Wrong Item,1,2.48
RET-31771,CA-2017-169999,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Jim Sink,2025-12-07,Wrong Item,2,6.2
RET-71799,CA-2014-134215,Eureka The Boss Cordless Rechargeable Stick Vac,Marina Lichtenstein,2023-01-30,Damaged,2,101.22
RET-36389,CA-2015-139731,HON 5400 Series Task Chairs for Big and Tall,Joel Eaton,2024-04-14,Not as Described,4,1799.93
RET-16674,US-2015-101399,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Joni Sundaresam,2023-07-08,Not as Described,7,246.28
RET-66595,CA-2017-160962,Newell 341,Matt Connell,2025-10-01,Changed Mind,1,3.17
RET-88097,CA-2017-138422,Wausau Papers Astrobrights Colored Envelopes,Kristina Nunn,2026-03-25,Defective,2,9.06
RET-73714,CA-2015-104129,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Erin Smith,2023-08-08,Defective,1,63.33
RET-17956,CA-2014-141110,SpineVue Locking Slant-D Ring Binders by Cardinal,Luke Schmidt,2023-05-17,Defective,1,6.19
RET-82516,CA-2015-119291,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Jesus Ocampo,2023-10-17,Damaged,4,105.12
RET-25327,CA-2015-125710,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Brian Thompson,2024-03-19,Changed Mind,2,3.36
RET-67177,CA-2014-123400,AT&T 17929 Lendline Telephone,Eric Barreto,2022-07-24,Damaged,3,96.6
RET-71504,CA-2017-113705,Panasonic KX - TS880B Telephone,Lena Cacioppo,2025-09-04,Not as Described,3,116.89
RET-87025,CA-2017-128965,Logitech Wireless Touch Keyboard K400,Pamela Stobb,2025-10-04,Not as Described,4,90.12
RET-48455,US-2016-134488,Office Star - Contemporary Task Swivel Chair,Pete Kriz,2025-03-18,Changed Mind,2,128.37
RET-31237,CA-2014-124688,GE 30522EE2,Corey Catlett,2023-02-12,Defective,3,333.77
RET-21297,US-2014-120236,GBC VeloBinder Strips,Mathew Reese,2023-02-12,Changed Mind,3,4.32
RET-89396,CA-2016-161361,"Wilson Jones Hanging View Binder, White, 1""",Mark Van Huff,2024-09-02,Changed Mind,1,4.77
RET-74713,CA-2017-158036,ImationÂ SwivelÂ Flash DriveÂ USBÂ flash driveÂ - 8 GB,Dorothy Badders,2026-02-14,Not as Described,1,8.99
RET-12376,CA-2017-102519,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Brian Moss,2026-05-07,Not as Described,1,42.78
RET-32900,CA-2017-114412,Xerox 1967,Andrew Allen,2025-09-26,Defective,2,9.7
RET-24938,CA-2017-140949,"Neat Ideas Personal Hanging Folder Files, Black",Denny Blanton,2025-08-21,Defective,2,23.3
RET-73748,CA-2015-123939,Adjustable Depth Letter/Legal Cart,Maurice Satty,2024-02-03,Not as Described,1,132.45
RET-83010,CA-2016-112389,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Jim Mitchum,2025-04-11,Not as Described,2,7.42
RET-67386,CA-2017-131954,O'Sullivan Cherrywood Estates Traditional Bookcase,Darrin Sayre,2025-06-28,Changed Mind,1,79.99
RET-90028,US-2016-114293,Novimex Fabric Task Chair,Justin Hirsh,2025-05-20,Defective,1,48.54
RET-15501,CA-2015-125934,Avery 503,Skye Norling,2024-03-10,Defective,1,9.98
RET-36920,CA-2017-147277,Chromcraft Rectangular Conference Tables,Ed Braxton,2026-03-26,Not as Described,1,131.66
RET-76308,CA-2017-116946,OIC Stacking Trays,Tony Sayre,2026-05-27,Changed Mind,3,7.55
RET-57675,CA-2015-115091,Newell 324,Joel Jenkins,2024-03-31,Not as Described,1,9.6
RET-36462,CA-2015-156482,SANFORD Liquid Accent Tank-Style Highlighters,Ivan Liston,2023-08-04,Changed Mind,1,2.34
RET-72084,CA-2016-162726,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Meg Tillman,2025-06-12,Not as Described,1,5.03
RET-58815,CA-2014-165309,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Karen Daniels,2023-04-23,Changed Mind,1,1.01
RET-29871,US-2017-133361,Belkin F8E887 USB Wired Ergonomic Keyboard,Anthony Jacobs,2025-10-28,Defective,3,83.94
RET-66206,CA-2016-117590,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Gene Hale,2025-05-24,Changed Mind,2,63.2
RET-77653,US-2015-110261,Samsung Rugby III,Patrick Ryan,2024-06-04,Not as Described,2,104.57
RET-11303,CA-2016-101448,Flexible Leather- Look Classic Collection Ring Binder,Eric Barreto,2024-07-30,Defective,2,31.41
RET-62645,CA-2016-144309,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Chris McAfee,2025-05-15,Wrong Item,1,8.04
RET-14861,CA-2017-121258,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Dave Brooks,2025-08-11,Wrong Item,1,6.5
RET-96554,CA-2015-130855,Acme Serrated Blade Letter Opener,Roy FranzÃ¶sisch,2024-06-19,Defective,1,3.17
RET-99243,CA-2016-105760,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Karen Carlisle,2024-12-01,Defective,2,15.07
RET-51116,CA-2015-130456,Sauder Camden County Collection Library,David Smith,2024-02-20,Not as Described,3,276.87
RET-90006,CA-2017-151981,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",Gary Mitchum,2026-01-09,Wrong Item,3,485.09
RET-36887,CA-2017-102925,Avery Premier Heavy-Duty Binder with Round Locking Rings,Christina DeMoss,2026-04-30,Defective,1,10.16
RET-55252,CA-2014-124513,Boston 16801 Nautilus Battery Pencil Sharpener,Sara Luxemburg,2023-03-15,Changed Mind,3,61.43
RET-21046,CA-2014-137351,DXL Angle-View Binders with Locking Rings by Samsill,Doug Bickford,2023-03-27,Damaged,2,12.04
